Period,Alcohol Type,Alcohol Sub Type,Alcohol Content,Clearance Origin,Value,Measure Type,Unit,Marker
month/1999-11,made-wine,All,over 5.5% abv,UK Origin,,clearances,hectolitres,data-not-provided
month/1999-11,made-wine,All,All,All,278651.96,clearances,hectolitres,
month/1999-12,made-wine,All,1.2% to 5.5% abv,All,220232.16,clearances,hectolitres,
month/1999-12,made-wine,Still,5.5% to 15% abv,All,46640.33,clearances,hectolitres,
month/1999-12,made-wine,Sparkling,5.5% to 15% abv,All,386.22,clearances,hectolitres,
month/1999-12,made-wine,All,over 15% abv,All,,clearances,hectolitres,data-not-provided
month/1999-12,made-wine,All,over 5.5% abv,Ex-ship,4874.74,clearances,hectolitres,
month/1999-12,made-wine,All,over 5.5% abv,Ex-warehouse,42151.81,clearances,hectolitres,
month/1999-12,made-wine,All,over 5.5% abv,UK Origin,,clearances,hectolitres,data-not-provided
month/1999-12,made-wine,All,All,All,267258.71,clearances,hectolitres,
month/2000-01,made-wine,All,1.2% to 5.5% abv,All,126743.04,clearances,hectolitres,
month/2000-01,made-wine,Still,5.5% to 15% abv,All,22349.9,clearances,hectolitres,
month/2000-01,made-wine,Sparkling,5.5% to 15% abv,All,22.06,clearances,hectolitres,
month/2000-01,made-wine,All,over 15% abv,All,,clearances,hectolitres,data-not-provided
month/2000-01,made-wine,All,over 5.5% abv,Ex-ship,1538.21,clearances,hectolitres,
month/2000-01,made-wine,All,over 5.5% abv,Ex-warehouse,20833.75,clearances,hectolitres,
month/2000-01,made-wine,All,over 5.5% abv,UK Origin,,clearances,hectolitres,data-not-provided
month/2000-01,made-wine,All,All,All,149115.0,clearances,hectolitres,
month/2000-02,made-wine,All,1.2% to 5.5% abv,All,136955.39,clearances,hectolitres,
month/2000-02,made-wine,Still,5.5% to 15% abv,All,31579.92,clearances,hectolitres,
month/2000-02,made-wine,Sparkling,5.5% to 15% abv,All,287.85,clearances,hectolitres,
month/2000-02,made-wine,All,over 15% abv,All,,clearances,hectolitres,data-not-provided
month/2000-02,made-wine,All,over 5.5% abv,Ex-ship,1704.19,clearances,hectolitres,
month/2000-02,made-wine,All,over 5.5% abv,Ex-warehouse,30163.59,clearances,hectolitres,
month/2000-02,made-wine,All,over 5.5% abv,UK Origin,,clearances,hectolitres,data-not-provided
month/2000-02,made-wine,All,All,All,168823.17,clearances,hectolitres,
month/2000-03,made-wine,All,1.2% to 5.5% abv,All,207409.66,clearances,hectolitres,
month/2000-03,made-wine,Still,5.5% to 15% abv,All,37782.9,clearances,hectolitres,
month/2000-03,made-wine,Sparkling,5.5% to 15% abv,All,185.48,clearances,hectolitres,
month/2000-03,made-wine,All,over 15% abv,All,,clearances,hectolitres,data-not-provided
month/2000-03,made-wine,All,over 5.5% abv,Ex-ship,1917.05,clearances,hectolitres,
month/2000-03,made-wine,All,over 5.5% abv,Ex-warehouse,36051.33,clearances,hectolitres,
month/2000-03,made-wine,All,over 5.5% abv,UK Origin,,clearances,hectolitres,data-not-provided
month/2000-03,made-wine,All,All,All,245378.04,clearances,hectolitres,
month/2000-04,made-wine,All,1.2% to 5.5% abv,All,206312.02,clearances,hectolitres,
month/2000-04,made-wine,Still,5.5% to 15% abv,All,26042.95,clearances,hectolitres,
month/2000-04,made-wine,Sparkling,5.5% to 15% abv,All,64.48,clearances,hectolitres,
month/2000-04,made-wine,All,over 15% abv,All,,clearances,hectolitres,data-not-provided
month/2000-04,made-wine,All,over 5.5% abv,Ex-ship,1676.87,clearances,hectolitres,
month/2000-04,made-wine,All,over 5.5% abv,Ex-warehouse,24430.55,clearances,hectolitres,
month/2000-04,made-wine,All,over 5.5% abv,UK Origin,,clearances,hectolitres,data-not-provided
month/2000-04,made-wine,All,All,All,232419.45,clearances,hectolitres,
month/2000-05,made-wine,All,1.2% to 5.5% abv,All,220257.5,clearances,hectolitres,
month/2000-05,made-wine,Still,5.5% to 15% abv,All,34663.23,clearances,hectolitres,
month/2000-05,made-wine,Sparkling,5.5% to 15% abv,All,323.45,clearances,hectolitres,
month/2000-05,made-wine,All,over 15% abv,All,,clearances,hectolitres,data-not-provided
month/2000-05,made-wine,All,over 5.5% abv,Ex-ship,2321.89,clearances,hectolitres,
month/2000-05,made-wine,All,over 5.5% abv,Ex-warehouse,32664.8,clearances,hectolitres,
month/2000-05,made-wine,All,over 5.5% abv,UK Origin,,clearances,hectolitres,data-not-provided
month/2000-05,made-wine,All,All,All,255244.18,clearances,hectolitres,
month/2000-06,made-wine,All,1.2% to 5.5% abv,All,230741.17,clearances,hectolitres,
month/2000-06,made-wine,Still,5.5% to 15% abv,All,35721.13,clearances,hectolitres,
month/2000-06,made-wine,Sparkling,5.5% to 15% abv,All,241.85,clearances,hectolitres,
month/2000-06,made-wine,All,over 15% abv,All,,clearances,hectolitres,data-not-provided
month/2000-06,made-wine,All,over 5.5% abv,Ex-ship,3024.75,clearances,hectolitres,
month/2000-06,made-wine,All,over 5.5% abv,Ex-warehouse,32938.23,clearances,hectolitres,
month/2000-06,made-wine,All,over 5.5% abv,UK Origin,,clearances,hectolitres,data-not-provided
month/2000-06,made-wine,All,All,All,266704.15,clearances,hectolitres,
month/2000-07,made-wine,All,1.2% to 5.5% abv,All,242711.7,clearances,hectolitres,
month/2000-07,made-wine,Still,5.5% to 15% abv,All,33657.69,clearances,hectolitres,
month/2000-07,made-wine,Sparkling,5.5% to 15% abv,All,159.2,clearances,hectolitres,
month/2000-07,made-wine,All,over 15% abv,All,,clearances,hectolitres,data-not-provided
month/2000-07,made-wine,All,over 5.5% abv,Ex-ship,2017.68,clearances,hectolitres,
month/2000-07,made-wine,All,over 5.5% abv,Ex-warehouse,31799.22,clearances,hectolitres,
month/2000-07,made-wine,All,over 5.5% abv,UK Origin,,clearances,hectolitres,data-not-provided
month/2000-07,made-wine,All,All,All,276528.59,clearances,hectolitres,
month/2000-08,made-wine,All,1.2% to 5.5% abv,All,256934.77,clearances,hectolitres,
month/2000-08,made-wine,Still,5.5% to 15% abv,All,35185.07,clearances,hectolitres,
month/2000-08,made-wine,Sparkling,5.5% to 15% abv,All,120.7,clearances,hectolitres,
month/2000-08,made-wine,All,over 15% abv,All,,clearances,hectolitres,data-not-provided
month/2000-08,made-wine,All,over 5.5% abv,Ex-ship,2778.0,clearances,hectolitres,
month/2000-08,made-wine,All,over 5.5% abv,Ex-warehouse,32527.76,clearances,hectolitres,
month/2000-08,made-wine,All,over 5.5% abv,UK Origin,,clearances,hectolitres,data-not-provided
month/2000-08,made-wine,All,All,All,292240.54,clearances,hectolitres,
month/2000-09,made-wine,All,1.2% to 5.5% abv,All,264095.73,clearances,hectolitres,
month/2000-09,made-wine,Still,5.5% to 15% abv,All,36327.75,clearances,hectolitres,
month/2000-09,made-wine,Sparkling,5.5% to 15% abv,All,243.48,clearances,hectolitres,
month/2000-09,made-wine,All,over 15% abv,All,,clearances,hectolitres,data-not-provided
month/2000-09,made-wine,All,over 5.5% abv,Ex-ship,2000.71,clearances,hectolitres,
month/2000-09,made-wine,All,over 5.5% abv,Ex-warehouse,34570.52,clearances,hectolitres,
month/2000-09,made-wine,All,over 5.5% abv,UK Origin,,clearances,hectolitres,data-not-provided
month/2000-09,made-wine,All,All,All,300666.96,clearances,hectolitres,
month/2000-10,made-wine,All,1.2% to 5.5% abv,All,279103.48,clearances,hectolitres,
month/2000-10,made-wine,Still,5.5% to 15% abv,All,46032.45,clearances,hectolitres,
month/2000-10,made-wine,Sparkling,5.5% to 15% abv,All,375.08,clearances,hectolitres,
month/2000-10,made-wine,All,over 15% abv,All,,clearances,hectolitres,data-not-provided
month/2000-10,made-wine,All,over 5.5% abv,Ex-ship,3847.5,clearances,hectolitres,
month/2000-10,made-wine,All,over 5.5% abv,Ex-warehouse,42560.03,clearances,hectolitres,
month/2000-10,made-wine,All,over 5.5% abv,UK Origin,,clearances,hectolitres,data-not-provided
month/2000-10,made-wine,All,All,All,325511.01,clearances,hectolitres,
month/2000-11,made-wine,All,1.2% to 5.5% abv,All,314505.25,clearances,hectolitres,
month/2000-11,made-wine,Still,5.5% to 15% abv,All,49950.78,clearances,hectolitres,
month/2000-11,made-wine,Sparkling,5.5% to 15% abv,All,865.69,clearances,hectolitres,
month/2000-11,made-wine,All,over 15% abv,All,,clearances,hectolitres,data-not-provided
month/2000-11,made-wine,All,over 5.5% abv,Ex-ship,4764.21,clearances,hectolitres,
month/2000-11,made-wine,All,over 5.5% abv,Ex-warehouse,46052.26,clearances,hectolitres,
month/2000-11,made-wine,All,over 5.5% abv,UK Origin,,clearances,hectolitres,data-not-provided
month/2000-11,made-wine,All,All,All,365321.72,clearances,hectolitres,
month/2000-12,made-wine,All,1.2% to 5.5% abv,All,312832.29,clearances,hectolitres,
month/2000-12,made-wine,Still,5.5% to 15% abv,All,37863.26,clearances,hectolitres,
month/2000-12,made-wine,Sparkling,5.5% to 15% abv,All,544.83,clearances,hectolitres,
month/2000-12,made-wine,All,over 15% abv,All,,clearances,hectolitres,data-not-provided
month/2000-12,made-wine,All,over 5.5% abv,Ex-ship,4792.74,clearances,hectolitres,
month/2000-12,made-wine,All,over 5.5% abv,Ex-warehouse,33615.35,clearances,hectolitres,
month/2000-12,made-wine,All,over 5.5% abv,UK Origin,,clearances,hectolitres,data-not-provided
month/2000-12,made-wine,All,All,All,351240.38,clearances,hectolitres,
month/2001-01,made-wine,All,1.2% to 5.5% abv,All,184876.05,clearances,hectolitres,
month/2001-01,made-wine,Still,5.5% to 15% abv,All,18290.18,clearances,hectolitres,
month/2001-01,made-wine,Sparkling,5.5% to 15% abv,All,126.32,clearances,hectolitres,
month/2001-01,made-wine,All,over 15% abv,All,,clearances,hectolitres,data-not-provided
month/2001-01,made-wine,All,over 5.5% abv,Ex-ship,1369.24,clearances,hectolitres,
month/2001-01,made-wine,All,over 5.5% abv,Ex-warehouse,17047.25,clearances,hectolitres,
month/2001-01,made-wine,All,over 5.5% abv,UK Origin,,clearances,hectolitres,data-not-provided
month/2001-01,made-wine,All,All,All,203292.54,clearances,hectolitres,
month/2001-02,made-wine,All,1.2% to 5.5% abv,All,176127.44,clearances,hectolitres,
month/2001-02,made-wine,Still,5.5% to 15% abv,All,22527.76,clearances,hectolitres,
month/2001-02,made-wine,Sparkling,5.5% to 15% abv,All,214.2,clearances,hectolitres,
month/2001-02,made-wine,All,over 15% abv,All,,clearances,hectolitres,data-not-provided
month/2001-02,made-wine,All,over 5.5% abv,Ex-ship,860.29,clearances,hectolitres,
month/2001-02,made-wine,All,over 5.5% abv,Ex-warehouse,21881.66,clearances,hectolitres,
month/2001-02,made-wine,All,over 5.5% abv,UK Origin,,clearances,hectolitres,data-not-provided
month/2001-02,made-wine,All,All,All,198869.39,clearances,hectolitres,
month/2001-03,made-wine,All,1.2% to 5.5% abv,All,218499.43,clearances,hectolitres,
month/2001-03,made-wine,Still,5.5% to 15% abv,All,26490.79,clearances,hectolitres,
month/2001-03,made-wine,Sparkling,5.5% to 15% abv,All,279.55,clearances,hectolitres,
month/2001-03,made-wine,All,over 15% abv,All,,clearances,hectolitres,data-not-provided
month/2001-03,made-wine,All,over 5.5% abv,Ex-ship,1980.99,clearances,hectolitres,
month/2001-03,made-wine,All,over 5.5% abv,Ex-warehouse,24789.34,clearances,hectolitres,
month/2001-03,made-wine,All,over 5.5% abv,UK Origin,,clearances,hectolitres,data-not-provided
month/2001-03,made-wine,All,All,All,245269.76,clearances,hectolitres,
month/2001-04,made-wine,All,1.2% to 5.5% abv,All,308468.25,clearances,hectolitres,
month/2001-04,made-wine,Still,5.5% to 15% abv,All,28972.01,clearances,hectolitres,
month/2001-04,made-wine,Sparkling,5.5% to 15% abv,All,241.48,clearances,hectolitres,
month/2001-04,made-wine,All,over 15% abv,All,,clearances,hectolitres,data-not-provided
month/2001-04,made-wine,All,over 5.5% abv,Ex-ship,1625.9,clearances,hectolitres,
month/2001-04,made-wine,All,over 5.5% abv,Ex-warehouse,27587.58,clearances,hectolitres,
month/2001-04,made-wine,All,over 5.5% abv,UK Origin,,clearances,hectolitres,data-not-provided
month/2001-04,made-wine,All,All,All,337681.74,clearances,hectolitres,
month/2001-05,made-wine,All,1.2% to 5.5% abv,All,325163.82,clearances,hectolitres,
month/2001-05,made-wine,Still,5.5% to 15% abv,All,33370.96,clearances,hectolitres,
month/2001-05,made-wine,Sparkling,5.5% to 15% abv,All,341.57,clearances,hectolitres,
month/2001-05,made-wine,All,over 15% abv,All,,clearances,hectolitres,data-not-provided
month/2001-05,made-wine,All,over 5.5% abv,Ex-ship,2334.0,clearances,hectolitres,
month/2001-05,made-wine,All,over 5.5% abv,Ex-warehouse,31378.53,clearances,hectolitres,
month/2001-05,made-wine,All,over 5.5% abv,UK Origin,,clearances,hectolitres,data-not-provided
month/2001-05,made-wine,All,All,All,358876.35,clearances,hectolitres,
month/2001-06,made-wine,All,1.2% to 5.5% abv,All,315175.51,clearances,hectolitres,
month/2001-06,made-wine,Still,5.5% to 15% abv,All,27168.88,clearances,hectolitres,
month/2001-06,made-wine,Sparkling,5.5% to 15% abv,All,360.56,clearances,hectolitres,
month/2001-06,made-wine,All,over 15% abv,All,,clearances,hectolitres,data-not-provided
month/2001-06,made-wine,All,over 5.5% abv,Ex-ship,1740.24,clearances,hectolitres,
month/2001-06,made-wine,All,over 5.5% abv,Ex-warehouse,25789.21,clearances,hectolitres,
month/2001-06,made-wine,All,over 5.5% abv,UK Origin,,clearances,hectolitres,data-not-provided
month/2001-06,made-wine,All,All,All,342704.95,clearances,hectolitres,
month/2001-07,made-wine,All,1.2% to 5.5% abv,All,337933.7,clearances,hectolitres,
month/2001-07,made-wine,Still,5.5% to 15% abv,All,24744.18,clearances,hectolitres,
month/2001-07,made-wine,Sparkling,5.5% to 15% abv,All,301.14,clearances,hectolitres,
month/2001-07,made-wine,All,over 15% abv,All,,clearances,hectolitres,data-not-provided
month/2001-07,made-wine,All,over 5.5% abv,Ex-ship,2696.91,clearances,hectolitres,
month/2001-07,made-wine,All,over 5.5% abv,Ex-warehouse,22348.41,clearances,hectolitres,
month/2001-07,made-wine,All,over 5.5% abv,UK Origin,,clearances,hectolitres,data-not-provided
month/2001-07,made-wine,All,All,All,362979.03,clearances,hectolitres,
month/2001-08,made-wine,All,1.2% to 5.5% abv,All,381737.1,clearances,hectolitres,
month/2001-08,made-wine,Still,5.5% to 15% abv,All,28487.39,clearances,hectolitres,
month/2001-08,made-wine,Sparkling,5.5% to 15% abv,All,166.22,clearances,hectolitres,
month/2001-08,made-wine,All,over 15% abv,All,,clearances,hectolitres,data-not-provided
month/2001-08,made-wine,All,over 5.5% abv,Ex-ship,1309.63,clearances,hectolitres,
month/2001-08,made-wine,All,over 5.5% abv,Ex-warehouse,27343.98,clearances,hectolitres,
month/2001-08,made-wine,All,over 5.5% abv,UK Origin,,clearances,hectolitres,data-not-provided
month/2001-08,made-wine,All,All,All,410390.7,clearances,hectolitres,
month/2001-09,made-wine,All,1.2% to 5.5% abv,All,327000.06,clearances,hectolitres,
month/2001-09,made-wine,Still,5.5% to 15% abv,All,32343.01,clearances,hectolitres,
month/2001-09,made-wine,Sparkling,5.5% to 15% abv,All,219.94,clearances,hectolitres,
month/2001-09,made-wine,All,over 15% abv,All,,clearances,hectolitres,data-not-provided
month/2001-09,made-wine,All,over 5.5% abv,Ex-ship,1752.3,clearances,hectolitres,
month/2001-09,made-wine,All,over 5.5% abv,Ex-warehouse,30810.65,clearances,hectolitres,
month/2001-09,made-wine,All,over 5.5% abv,UK Origin,,clearances,hectolitres,data-not-provided
month/2001-09,made-wine,All,All,All,359563.01,clearances,hectolitres,
month/2001-10,made-wine,All,1.2% to 5.5% abv,All,334988.11,clearances,hectolitres,
month/2001-10,made-wine,Still,5.5% to 15% abv,All,46005.26,clearances,hectolitres,
month/2001-10,made-wine,Sparkling,5.5% to 15% abv,All,539.13,clearances,hectolitres,
month/2001-10,made-wine,All,over 15% abv,All,,clearances,hectolitres,data-not-provided
month/2001-10,made-wine,All,over 5.5% abv,Ex-ship,3012.42,clearances,hectolitres,
month/2001-10,made-wine,All,over 5.5% abv,Ex-warehouse,43531.96,clearances,hectolitres,
month/2001-10,made-wine,All,over 5.5% abv,UK Origin,,clearances,hectolitres,data-not-provided
month/2001-10,made-wine,All,All,All,381532.49,clearances,hectolitres,
month/2001-11,made-wine,All,1.2% to 5.5% abv,All,442684.57,clearances,hectolitres,
month/2001-11,made-wine,Still,5.5% to 15% abv,All,41858.22,clearances,hectolitres,
month/2001-11,made-wine,Sparkling,5.5% to 15% abv,All,725.22,clearances,hectolitres,
month/2001-11,made-wine,All,over 15% abv,All,,clearances,hectolitres,data-not-provided
month/2001-11,made-wine,All,over 5.5% abv,Ex-ship,3293.74,clearances,hectolitres,
month/2001-11,made-wine,All,over 5.5% abv,Ex-warehouse,39289.71,clearances,hectolitres,
month/2001-11,made-wine,All,over 5.5% abv,UK Origin,,clearances,hectolitres,data-not-provided
month/2001-11,made-wine,All,All,All,485268.01,clearances,hectolitres,
month/2001-12,made-wine,All,1.2% to 5.5% abv,All,359959.48,clearances,hectolitres,
month/2001-12,made-wine,Still,5.5% to 15% abv,All,29401.3,clearances,hectolitres,
month/2001-12,made-wine,Sparkling,5.5% to 15% abv,All,258.82,clearances,hectolitres,
month/2001-12,made-wine,All,over 15% abv,All,,clearances,hectolitres,data-not-provided
month/2001-12,made-wine,All,over 5.5% abv,Ex-ship,2746.11,clearances,hectolitres,
month/2001-12,made-wine,All,over 5.5% abv,Ex-warehouse,26914.01,clearances,hectolitres,
month/2001-12,made-wine,All,over 5.5% abv,UK Origin,,clearances,hectolitres,data-not-provided
month/2001-12,made-wine,All,All,All,389619.6,clearances,hectolitres,
month/2002-01,made-wine,All,1.2% to 5.5% abv,All,195000.41,clearances,hectolitres,
month/2002-01,made-wine,Still,5.5% to 15% abv,All,24465.65,clearances,hectolitres,
month/2002-01,made-wine,Sparkling,5.5% to 15% abv,All,287.83,clearances,hectolitres,
month/2002-01,made-wine,All,over 15% abv,All,,clearances,hectolitres,data-not-provided
month/2002-01,made-wine,All,over 5.5% abv,Ex-ship,1565.5,clearances,hectolitres,
month/2002-01,made-wine,All,over 5.5% abv,Ex-warehouse,23187.98,clearances,hectolitres,
month/2002-01,made-wine,All,over 5.5% abv,UK Origin,,clearances,hectolitres,data-not-provided
month/2002-01,made-wine,All,All,All,219753.89,clearances,hectolitres,
month/2002-02,made-wine,All,1.2% to 5.5% abv,All,207193.06,clearances,hectolitres,
month/2002-02,made-wine,Still,5.5% to 15% abv,All,22874.32,clearances,hectolitres,
month/2002-02,made-wine,Sparkling,5.5% to 15% abv,All,215.95,clearances,hectolitres,
